nappi_code,active_ingredients,product_name,ranking,promotion_from,promotion_to,promotion_price,regular_price,,NOTES:
824674,ACYCLOVIR,ADCO-ACYCLOVIR,,,,,23.65,,
713942,ACYCLOVIR,BETA-VIRA,,,,,23.65,,
3003363,ACYCLOVIR,ZOTRIN,,,,,23.65,,
826340,ACYCLOVIR,ZOVIRAX,,,,,23.65,,
722095,ACYCLOVIR,ACYRAX,,,,,527.24,,
895014,ACYCLOVIR,ASPEN ACYCLOVIR,,,,,527.24,,
703891,ACYCLOVIR,MYLAN ACYCLOVIR,,,,,527.24,,
779415,ACYCLOVIR,ZOVIRAX,,,,,527.24,,
721708,ADAPALENE*,DAPTA,,,,,258.64,,
720276,ADAPALENE*,DERIVA,,,,,258.64,,
827215,ADAPALENE*,DIFFERIN,,,,,258.64,,
709760,ALENDRONATE,ALENDRONATE 70 OETHMAAN,,,,,228.08,,
720516,ALENDRONATE,DENSATE,,,,,228.08,,
718742,ALENDRONATE,FEMAX,,,,,228.08,,
706339,ALENDRONATE,FOSAGEN,,,,,228.08,,
897302,ALENDRONATE,FOSAMAX ONCE WEEKLY,,,,,228.08,,
715713,ALENDRONATE,OSTENA,,,,,228.08,,
705067,ALENDRONATE,OSTEOBON,,,,,228.08,,
715987,ALENDRONATE,OSTEONATE,,,,,228.08,,
716113,ALFUZOCIN HCL,ALFUWIN XL,,,,,370.56,,
715829,ALFUZOCIN HCL,RANTRAL MR,,,,,370.56,,
701590,ALFUZOCIN HCL,XATRAL XL,,,,,370.56,,
721623,ALLOPURINOL,AUSTELL-ALLOPURINOL,,,,,74.63,,
3002718,ALLOPURINOL,LESSURIC,,,,,74.63,,
758310,ALLOPURINOL,PURICOS,,,,,74.63,,
738778,ALLOPURINOL,SANDOZ-ALLOPURINOL,,,,,74.63,,
779466,ALLOPURINOL,ZYLOPRIM,,,,,74.63,,
719128,ALLOPURINOL,ADCO-ALLOPURINOL,,,,,59.88,,
721624,ALLOPURINOL,AUSTELL-ALLOPURINOL,,,,,59.88,,
3002719,ALLOPURINOL,LESSURIC,,,,,59.88,,
758329,ALLOPURINOL,PURICOS,,,,,59.88,,
738786,ALLOPURINOL,SANDOZ-ALLOPURINOL,,,,,59.88,,
779474,ALLOPURINOL,ZYLOPRIM,,,,,59.88,,
821071,ALPRAZOLAM,ADCO-ALZAM,,,,,77.52,,
823244,ALPRAZOLAM,AZOR,,,,,77.52,,
897929,ALPRAZOLAM,CPL ALLIANCE ALPRAZOLAM,,,,,77.52,,
897965,ALPRAZOLAM,MYLAN ALPRAZOLAM,,,,,77.52,,
778702,ALPRAZOLAM,XANOR,,,,,77.52,,
826685,ALPRAZOLAM,ZOPAX,,,,,77.52,,
821098,ALPRAZOLAM,ADCO-ALZAM,,,,,108.58,,
823252,ALPRAZOLAM,AZOR,,,,,108.58,,
897930,ALPRAZOLAM,CPL ALLIANCE ALPRAZOLAM,,,,,108.58,,
895173,ALPRAZOLAM,MYLAN ALPRAZOLAM,,,,,108.58,,
778710,ALPRAZOLAM,XANOR,,,,,108.58,,
826693,ALPRAZOLAM,ZOPAX,,,,,108.58,,
821101,ALPRAZOLAM,ADCO-ALZAM,,,,,200.71,,
823260,ALPRAZOLAM,AZOR,,,,,200.71,,
897968,ALPRAZOLAM,MYLAN ALPRAZOLAM,,,,,200.71,,
778729,ALPRAZOLAM,XANOR,,,,,200.71,,
826707,ALPRAZOLAM,ZOPAX,,,,,200.71,,
700500,AMANTADINE HCL *,SYMADIN,,,,,282.07,,
768243,AMANTADINE HCL *,SYMMETREL,,,,,282.07,,
799211,AMETHOCAINE,ADCO-AMETHOCAINE,,,,,25.03,,
703591,AMETHOCAINE,ANETHAINE,,,,,25.03,,
780618,AMILORIDE/HYDROCHLOROTHIAZIDE,ADCO-RETIC,,,,,39.70,,
702803,AMILORIDE/HYDROCHLOROTHIAZIDE,AMILORETIC,,,,,39.70,,
719984,AMILORIDE/HYDROCHLOROTHIAZIDE,DEZRETIC,,,,,39.70,,
706531,AMILORIDE/HYDROCHLOROTHIAZIDE,SPEC-CO-AMILORIDE,,,,,39.70,,
703515,AMIODARONE HCL,ARYCOR,,,,,193.97,,
800554,AMIODARONE HCL,CORDARONE X,,,,,193.97,,
863157,AMIODARONE HCL,HEXARONE,,,,,193.97,,
703513,AMIODARONE HCL,ARYCOR,,,,,361.23,,
707851,AMIODARONE HCL,BIO-AMIODARONE,,,,,361.23,,
716111,AMIODARONE HCL,CORDARONE X,,,,,361.23,,
863165,AMIODARONE HCL,HEXARONE,,,,,361.23,,
711776,AMIODARONE HCL*,ADCORONE,,,,,587.12,,
711183,AMIODARONE HCL*,AMIOTACH,,,,,587.12,,
716162,AMIODARONE HCL*,CORDARONE X,,,,,587.12,,
3002709,AMITRIPTYLINE HCL,AMITRIPTYLINE AUSTELL,,,,,106.02,,
772003,AMITRIPTYLINE HCL,TREPILINE,,,,,106.02,,
718746,AMITRIPTYLINE HCL,GULF AMITRIPTYLINE,,,,,108.23,,
784230,AMITRIPTYLINE HCL,SANDOZ AMITRIPTYLINE,,,,,108.23,,
771996,AMITRIPTYLINE HCL,TREPILINE,,,,,108.23,,
708141,AMLODIPINE BESYLATE,ALMADIN,,,,,52.17,,
707277,AMLODIPINE MALEATE,AMLATE,,,,,52.17,,
703916,AMLODIPINE MALEATE,AMLOC,,,,,52.17,,
708050,AMLODIPINE BESYLATE,AMLODAC,,,,,52.17,,
707375,AMLODIPINE BESYLATE,AMLODIPINE 5 OETHMAAN,,,,,52.17,,
723783,AMLODIPINE BESYLATE,AMLODIPINE UNICORN,,,,,52.17,,
3000200,AMLODIPINE BESYLATE,AMLOSIN,,,,,52.17,,
704620,AMLODIPINE BESYLATE,AMLOSYN,,,,,52.17,,
713971,AMLODIPINE BESYLATE,AMTAS,,,,,52.17,,
714310,AMLODIPINE BESYLATE,APRATE,,,,,52.17,,
708094,AMLODIPINE BESYLATE,AUSTELL-AMLODIPINE,,,,,52.17,,
708039,AMLODIPINE BESYLATE,CALBLOC,,,,,52.17,,
708150,AMLODIPINE BESYLATE,CIPLAVASC,,,,,52.17,,
712953,AMLODIPINE BESYLATE,GULF AMLODIPINE,,,,,52.17,,
708648,AMLODIPINE BESYLATE,INDO AMLODIPINE,,,,,52.17,,
712215,AMLODIPINE BESYLATE,KEYSAL,,,,,52.17,,
708162,AMLODIPINE BESYLATE,KLODIP,,,,,52.17,,
708352,AMLODIPINE BESYLATE,LOMANOR,,,,,52.17,,
708190,AMLODIPINE BESYLATE,NORCARD,,,,,52.17,,
791245,AMLODIPINE BESYLATE,NORVASC,,,,,52.17,,
710236,AMLODIPINE BESYLATE,PD AMLODIPINE,,,,,52.17,,
707979,AMLODIPINE BESYLATE,PENDINE,,,,,52.17,,
708142,AMLODIPINE BESYLATE,ALMADIN,,,,,75.05,,
707278,AMLODIPINE MALEATE,AMLATE,,,,,75.05,,
703917,AMLODIPINE MALEATE,AMLOC,,,,,75.05,,
3002449,AMLODIPINE MALEATE,AMLOCAL,,,,,75.05,,
708051,AMLODIPINE BESYLATE,AMLODAC,,,,,75.05,,
723784,AMLODIPINE BESYLATE,AMLODIPINE UNICORN,,,,,75.05,,
3000202,AMLODIPINE BESYLATE,AMLOSIN,,,,,75.05,,
704621,AMLODIPINE BESYLATE,AMLOSYN,,,,,75.05,,
713972,AMLODIPINE BESYLATE,AMTAS,,,,,75.05,,
714311,AMLODIPINE MALEATE,APRATE,,,,,75.05,,
708095,AMLODIPINE BESYLATE,AUSTELL-AMLODIPINE,,,,,75.05,,
708040,AMLODIPINE BESYLATE,CALBLOC,,,,,75.05,,
708152,AMLODIPINE BESYLATE,CIPLAVASC,,,,,75.05,,
712954,AMLODIPINE MALEATE,GULF AMLODIPINE,,,,,75.05,,
712216,AMLODIPINE MALEATE,KEYSAL,,,,,75.05,,
708353,AMLODIPINE BESYLATE,LOMANOR,,,,,75.05,,
708191,AMLODIPINE BESYLATE,NORCARD,,,,,75.05,,
799122,AMLODIPINE BESYLATE,NORVASC,,,,,75.05,,
710238,AMLODIPINE BESYLATE,PD AMLODIPINE,,,,,75.05,,
707980,AMLODIPINE BESYLATE,PENDINE,,,,,75.05,,
719852,AMLODIPINE BESYLATE/PERINDOPRIL*,COVERAM,,,,,208.92,,
3001158,AMLODIPINE BESYLATE/PERINDOPRIL*,REAPTAN,,,,,208.92,,
719854,AMLODIPINE BESYLATE/PERINDOPRIL*,COVERAM,,,,,220.59,,
3001157,AMLODIPINE BESYLATE/PERINDOPRIL*,REAPTAN,,,,,220.59,,
719855,AMLODIPINE BESYLATE/PERINDOPRIL*,COVERAM,,,,,211.23,,
3001150,AMLODIPINE BESYLATE/PERINDOPRIL*,REAPTAN,,,,,211.23,,
719853,AMLODIPINE BESYLATE/PERINDOPRIL*,COVERAM,,,,,240.27,,
3001159,AMLODIPINE BESYLATE/PERINDOPRIL*,REAPTAN,,,,,240.27,,
705889,AMMONIUM CHLORIDE/DIPHENHYDRAMINE*,BENYLIN CHILDREN'S,,,,,72.67,,
707627,AMMONIUM CHLORIDE/DIPHENHYDRAMINE*,BENYLIN ORIGINAL,,,,,72.67,,
805343,AMMONIUM CHLORIDE/DIPHENHYDRAMINE*,EXPECTALIN,,,,,72.67,,
3000747,AMOXYCILLIN /CLAVULANIC ACID,ADCO-AMOXYCLAV,,,,,34.59,,
707184,AMOXYCILLIN /CLAVULANIC ACID,AMOCLAN,,,,,34.59,,
707663,AMOXYCILLIN /CLAVULANIC ACID,APEX-CLAVUTIN,,,,,34.59,,
861936,AMOXYCILLIN /CLAVULANIC ACID,AUGMAXCIL,,,,,34.59,,
705691,AMOXYCILLIN /CLAVULANIC ACID,AUGMENTIN,,,,,34.59,,
713381,AMOXYCILLIN /CLAVULANIC ACID,AURO-AMOXICLAV,,,,,34.59,,
707407,AMOXYCILLIN /CLAVULANIC ACID,AUSTELL-CO-AMOXICLAV,,,,,34.59,,
721444,AMOXYCILLIN /CLAVULANIC ACID,BETACLAV,,,,,34.59,,
716124,AMOXYCILLIN /CLAVULANIC ACID,BINDOCLAV,,,,,34.59,,
865532,AMOXYCILLIN /CLAVULANIC ACID,BIO-AMOKSIKLAV 375,,,,,34.59,,
842516,AMOXYCILLIN /CLAVULANIC ACID,CLAMENTIN,,,,,34.59,,
3000394,AMOXYCILLIN /CLAVULANIC ACID,MYCLAV,,,,,34.59,,
867373,AMOXYCILLIN /CLAVULANIC ACID,RANCLAV 375,,,,,34.59,,
878766,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO-AMOXYCLAV,,,,,34.59,,
3000748,AMOXYCILLIN /CLAVULANIC ACID,ADCO-AMOXYCLAV,,,,,54.88,,
707185,AMOXYCILLIN /CLAVULANIC ACID,AMOCLAN FORTE,,,,,54.88,,
721130,AMOXYCILLIN /CLAVULANIC ACID,AMONTIN (NAMIBIA ONLY),,,,,54.88,,
707665,AMOXYCILLIN /CLAVULANIC ACID,APEX-CLAVUTIN,,,,,54.88,,
861944,AMOXYCILLIN /CLAVULANIC ACID,AUGMAXCIL,,,,,54.88,,
713382,AMOXYCILLIN /CLAVULANIC ACID,AURO-AMOXICLAV,,,,,54.88,,
707408,AMOXYCILLIN /CLAVULANIC ACID,AUSTELL-CO-AMOXICLAV,,,,,54.88,,
721445,AMOXYCILLIN /CLAVULANIC ACID,BETACLAV,,,,,54.88,,
716125,AMOXYCILLIN /CLAVULANIC ACID,BINDOCLAV,,,,,54.88,,
865524,AMOXYCILLIN /CLAVULANIC ACID,BIO-AMOKSIKLAV 625,,,,,54.88,,
704047,AMOXYCILLIN /CLAVULANIC ACID,CURAM 625MG,,,,,54.88,,
3000395,AMOXYCILLIN /CLAVULANIC ACID,MYCLAV,,,,,54.88,,
867381,AMOXYCILLIN /CLAVULANIC ACID,RANCLAV 625,,,,,54.88,,
719283,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO-AMOXICLAV,,,,,54.88,,
701736,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO-AMOXICLAV,,,,,54.88,,
720898,AMOXYCILLIN /CLAVULANIC ACID,ADCO-AMOCLAV BD,,,,,91.04,,
704484,AMOXYCILLIN /CLAVULANIC ACID,AMOCLAN BD,,,,,91.04,,
721132,AMOXYCILLIN /CLAVULANIC ACID,AMONTIN (NAMIBIA ONLY),,,,,91.04,,
853542,AMOXYCILLIN /CLAVULANIC ACID,AUGMENTIN 1000 BD,,,,,91.04,,
713383,AMOXYCILLIN /CLAVULANIC ACID,AURO-AMOXICLAV,,,,,91.04,,
714704,AMOXYCILLIN /CLAVULANIC ACID,BETACLAV,,,,,91.04,,
716126,AMOXYCILLIN /CLAVULANIC ACID,BINDOCLAV,,,,,91.04,,
708387,AMOXYCILLIN /CLAVULANIC ACID,BIO-AMOKSIKLAV,,,,,91.04,,
709232,AMOXYCILLIN /CLAVULANIC ACID,CLAMENTIN,,,,,91.04,,
3003024,AMOXYCILLIN /CLAVULANIC ACID,CO-AMOXYCLAV BD,,,,,91.04,,
704049,AMOXYCILLIN /CLAVULANIC ACID,CURAM,,,,,91.04,,
703903,AMOXYCILLIN /CLAVULANIC ACID,FORCID SOLUTAB,,,,,91.04,,
723109,AMOXYCILLIN /CLAVULANIC ACID,KLAVIMAXCIL,,,,,91.04,,
708893,AMOXYCILLIN /CLAVULANIC ACID,RANCLAV,,,,,91.04,,
703356,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO AMOXYCLAV,,,,,91.04,,
719284,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO AMOXYCLAV DSP,,,,,91.04,,
707186,AMOXYCILLIN /CLAVULANIC ACID,AMOCLAN S,,,,,33.74,,
861952,AMOXYCILLIN /CLAVULANIC ACID,AUGMAXCIL S,,,,,33.74,,
829269,AMOXYCILLIN /CLAVULANIC ACID,AUGMENTIN S,,,,,33.74,,
713358,AMOXYCILLIN /CLAVULANIC ACID,AURO-AMOXICLAV,,,,,33.74,,
865540,AMOXYCILLIN /CLAVULANIC ACID,BIO-AMOKSIKLAV S,,,,,33.74,,
842524,AMOXYCILLIN /CLAVULANIC ACID,CLAMENTIN S,,,,,33.74,,
894123,AMOXYCILLIN /CLAVULANIC ACID,RANCLAV,,,,,33.74,,
878774,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO-AMOXYCLAV,,,,,33.74,,
707187,AMOXYCILLIN /CLAVULANIC ACID,AMOCLAN SF,,,,,63.90,,
707666,AMOXYCILLIN /CLAVULANIC ACID,APEX-CLAVUTIN SF,,,,,63.90,,
861960,AMOXYCILLIN /CLAVULANIC ACID,AUGMAXCIL SF,,,,,63.90,,
829277,AMOXYCILLIN /CLAVULANIC ACID,AUGMENTIN SF,,,,,63.90,,
865559,AMOXYCILLIN /CLAVULANIC ACID,BIO-AMOKSIKLAV SF,,,,,63.90,,
842532,AMOXYCILLIN /CLAVULANIC ACID,CLAMENTIN SF,,,,,63.90,,
894125,AMOXYCILLIN /CLAVULANIC ACID,RANCLAV FORTE,,,,,63.90,,
878782,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO-AMOXYCLAV SF,,,,,63.90,,
704068,AMOXYCILLIN /CLAVULANIC ACID,AUGMENTIN BD SF,,,,,92.69,,
713360,AMOXYCILLIN /CLAVULANIC ACID,AURO-AMOXICLAV,,,,,92.69,,
722938,AMOXYCILLIN /CLAVULANIC ACID,AUSTELL CO-AMOXICLAV,,,,,92.69,,
705832,AMOXYCILLIN /CLAVULANIC ACID,CURAM BD,,,,,92.69,,
705471,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO-AMOXYCLAV BD,,,,,92.69,,
710041,AMOXYCILLIN /CLAVULANIC ACID,AUGMENTIN ES 600,,,,,149.00,,
722105,AMOXYCILLIN /CLAVULANIC ACID,AUSTELL CO-AMOXICLAV ES,,,,,149.00,,
722106,AMOXYCILLIN /CLAVULANIC ACID,CAMOX CO-AMOXICLAV ES 600,,,,,149.00,,
3001313,AMOXYCILLIN /CLAVULANIC ACID,CLAMENTRIN (NAMIBIA),,,,,149.00,,
789283,AMOXYCILLIN /CLAVULANIC ACID,AUGMENTIN IV 0.6,,,,,89.85,,
717564,AMOXYCILLIN /CLAVULANIC ACID,GULF AMOXY CO,,,,,89.85,,
705588,AMOXYCILLIN /CLAVULANIC ACID,SANDOZ CO-AMOXYCLAV,,,,,89.85,,
785229,AMOXYCILLIN TRIHYDRATE,ADCO-AMOXYCILLIN,,,,,7.88,,
704443,AMOXYCILLIN TRIHYDRATE,ALLMOX,,,,,7.88,,
704401,AMOXYCILLIN TRIHYDRATE,AMOXICAP,,,,,7.88,,
3001645,AMOXYCILLIN TRIHYDRATE,AMOXYCILLIN OETHMAAN,,,,,7.88,,
714185,AMOXYCILLIN TRIHYDRATE,AMYN,,,,,7.88,,
713363,AMOXYCILLIN TRIHYDRATE,AURO-AMOXYCILLIN,,,,,7.88,,
707499,AMOXYCILLIN TRIHYDRATE,AUSTELL-AMOXYCILLIN,,,,,7.88,,
788155,AMOXYCILLIN TRIHYDRATE,BETAMOX 250,,,,,7.88,,
3000309,AMOXYCILLIN TRIHYDRATE,INDO AMOXYCILLIN,,,,,7.88,,
806579,AMOXYCILLIN TRIHYDRATE,MOXYMAX,,,,,7.88,,
744689,AMOXYCILLIN TRIHYDRATE,MOXYPEN,,,,,7.88,,
705679,AMOXYCILLIN TRIHYDRATE,MYMOX,,,,,7.88,,
808741,AMOXYCILLIN TRIHYDRATE,PROMOXIL,,,,,7.88,,
716122,AMOXYCILLIN TRIHYDRATE,YOMAX,,,,,7.88,,
708398,AMOXYCILLIN TRIHYDRATE,ZALOXY,,,,,7.88,,
808539,AMOXYCILLIN TRIHYDRATE,ZOXIL,,,,,7.88,,
811440,AMOXYCILLIN TRIHYDRATE,ADCO-AMOXYCILLIN,,,,,13.33,,
704444,AMOXYCILLIN TRIHYDRATE,ALLMOX,,,,,13.33,,
714184,AMOXYCILLIN TRIHYDRATE,AMYN,,,,,13.33,,
713364,AMOXYCILLIN TRIHYDRATE,AURO-AMOXYCILLIN,,,,,13.33,,
705637,AMOXYCILLIN TRIHYDRATE,AUSTELL-AMOXYCILLIN,,,,,13.33,,
788546,AMOXYCILLIN TRIHYDRATE,BETAMOX 500,,,,,13.33,,
806587,AMOXYCILLIN TRIHYDRATE,MOXYMAX,,,,,13.33,,
744697,AMOXYCILLIN TRIHYDRATE,MOXYPEN,,,,,13.33,,
705709,AMOXYCILLIN TRIHYDRATE,MYMOX,,,,,13.33,,
808768,AMOXYCILLIN TRIHYDRATE,PROMOXIL,,,,,13.33,,
824879,AMOXYCILLIN TRIHYDRATE,RANMOXY (NAMIBIA ONLY),,,,,13.33,,
3001647,AMOXYCILLIN TRIHYDRATE,ULTRAMOX,,,,,13.33,,
716123,AMOXYCILLIN TRIHYDRATE,YOMAX,,,,,13.33,,
708397,AMOXYCILLIN TRIHYDRATE,ZALOXY,,,,,13.33,,
808547,AMOXYCILLIN TRIHYDRATE,ZOXIL,,,,,13.33,,
714179,AMOXYCILLIN TRIHYDRATE,ALLMOX,,,,,9.46,,
829145,AMOXYCILLIN TRIHYDRATE,AMOXIL S,,,,,9.46,,
714182,AMOXYCILLIN TRIHYDRATE,AMYN,,,,,9.46,,
829358,AMOXYCILLIN TRIHYDRATE,BETAMOX S,,,,,9.46,,
830275,AMOXYCILLIN TRIHYDRATE,MOXYMAX,,,,,9.46,,
830291,AMOXYCILLIN TRIHYDRATE,MOXYPEN,,,,,9.46,,
830488,AMOXYCILLIN TRIHYDRATE,PROMOXIL,,,,,9.46,,
830534,AMOXYCILLIN TRIHYDRATE,SALTERMOX,,,,,9.46,,
708396,AMOXYCILLIN TRIHYDRATE,ZALOXY,,,,,9.46,,
830739,AMOXYCILLIN TRIHYDRATE,ZOXIL S,,,,,9.46,,
829102,AMOXYCILLIN TRIHYDRATE,ADCO-AMOXYCILLIN,,,,,14.18,,
714180,AMOXYCILLIN TRIHYDRATE,ALLMOX,,,,,14.18,,
701380,AMOXYCILLIN TRIHYDRATE,AMOXICILLIN,,,,,14.18,,
701383,AMOXYCILLIN TRIHYDRATE,AMOXICILLIN UNIMED,,,,,14.18,,
829153,AMOXYCILLIN TRIHYDRATE,AMOXIL SF,,,,,14.18,,
714183,AMOXYCILLIN TRIHYDRATE,AMYN SF,,,,,14.18,,
830283,AMOXYCILLIN TRIHYDRATE,MORYMAX,,,,,14.18,,
830305,AMOXYCILLIN TRIHYDRATE,MOXYPEN SF,,,,,14.18,,
830496,AMOXYCILLIN TRIHYDRATE,PROMOXIL,,,,,14.18,,
708395,AMOXYCILLIN TRIHYDRATE,ZALOXY,,,,,14.18,,
830747,AMOXYCILLIN TRIHYDRATE,ZOXIL SF,,,,,14.18,,
709165,AMOXYCILLIN/CLAVULANIC ACID,AUGMAXCIL,,,,,345.86,,
779725,AMOXYCILLIN/CLAVULANIC ACID,AUGMENTIN IV,,,,,345.86,,
889709,AMOXYCILLIN/CLAVULANIC ACID,CLAMENTIN IV,,,,,345.86,,
717565,AMOXYCILLIN/CLAVULANIC ACID,GULF AMOXY CO,,,,,345.86,,
704658,AMOXYCILLIN/CLAVULANIC ACID,SANDOZ CO-AMOCLAV,,,,,345.86,,
716128,AMOXYCILLIN/CLAVULANIC ACID,SANDOZ CO-AMOCLAV 1.2GM/20ML,,,,,345.86,,
700235,AMPHOTERICIN B,AMBISOME,,,,,284.96,,
3000308,AMPHOTERICIN B,AMPHOTRET (NAMIBIA),,,,,284.96,,
3001059,AMPHOTERICIN B,AMPHO-B (NAMIBIA),,,,,284.96,,
727555,AMPHOTERICIN B,FUNGIZONE,,,,,284.96,,
893890,AMPICILLIN TRIHYDRATE,AMPICILLIN,,,,,11.39,,
719996,AMPICILLIN TRIHYDRATE,AURO AMPICILLIN,,,,,11.39,,
875112,ANAGRELIDE HCL,AGRYLIN,,,,,4 706.75,,
710080,ANAGRELIDE HCL,THROMBOREDUCTIN,,,,,4 706.75,,
715703,ANASTROZOLE,ACCORD ANASTROZOLE,,,,,274.13,,
719925,ANASTROZOLE,ANABREZ,,,,,274.13,,
716226,ANASTROZOLE,ANASTROZOLE SANDOZ,,,,,274.13,,
3001349,ANASTROZOLE,ANATERO (NAMIBIA),,,,,274.13,,
824224,ANASTROZOLE,ARIMIDEX,,,,,274.13,,
723881,ANASTROZOLE,CASTRA,,,,,274.13,,
717608,ANASTROZOLE,EVERDEX,,,,,274.13,,
720035,ANASTROZOLE,MEDIVISION ANASTROZOLE,,,,,274.13,,
716573,ANASTROZOLE,MYLAN ANASTROZOLE,,,,,274.13,,
715720,ANASTROZOLE,STRADEXA,,,,,274.13,,
718266,ANASTROZOLE,TEVA ANASTROZOLE,,,,,274.13,,
3003005,ANIDULAFUNGIN*,CARIXAN,,,,,2 230.29,,
720415,ANIDULAFUNGIN*,ERAXIS,,,,,2 230.29,,
728608,ANTAZOLINE/TETRYZOLINE,GEMINI,,,,,38.38,,
