id,mnmp_code,active_ingredients,nappi_code,product_name,manufacturer,strength,dosage_form,pack_size,import_date
40,100003,ACYCLOVIR,827282,ADCO-ACYCLOVIR,ADI,200MG,TAB,25,2021-10-09
41,100003,ACYCLOVIR,717157,APEX-ACYCLOVIR,CAM,200MG,TAB,25,2021-10-09
42,100003,ACYCLOVIR,824313,CYCLIVEX,APM,200MG,TAB,25,2021-10-09
43,100003,ACYCLOVIR,838225,LOVIRE,RAN,200MG,DSP,25,2021-10-09
44,100003,ACYCLOVIR,833703,ZOVIRAX,GSK,200MG,DSP,25,2021-10-09
45,100004,ACYCLOVIR,717371,ACICLOVIR SANDOZ,MKG,400MG,TAB,70,2021-10-09
46,100004,ACYCLOVIR,704779,ACITAB-400 DT,C-M,400MG,TAB,70,2021-10-09
47,100004,ACYCLOVIR,717158,APEX-ACYCLOVIR,CAM,400MG,TAB,70,2021-10-09
48,100004,ACYCLOVIR,860581,CYCLIVEX,APM,400MG,TAB,70,2021-10-09
49,100004,ACYCLOVIR,838233,LOVIRE,RAN,400MG,TAB,70,2021-10-09
50,100005,ACYCLOVIR,873551,ACITOP,C-M,5%,CRE,2,2021-10-09
51,100005,ACYCLOVIR,823473,ACTIVIR 2G  PUMP  PA,GSK,5%,CRE,2,2021-10-09
52,100005,ACYCLOVIR,824674,ADCO-ACYCLOVIR,ADI,5%,CRE,2,2021-10-09
53,100005,ACYCLOVIR,713942,BETA-VIRA,ADI,5%,CRE,2,2021-10-09
54,100005,ACYCLOVIR,3003363,ZOTRIN,TTP,5%,CRE,2,2021-10-09
55,100005,ACYCLOVIR,826340,ZOVIRAX,GSK,5%,CRE,2,2021-10-09
56,100640,ACYCLOVIR,722095,ACYRAX,PDY,250MG,INJ,5,2021-10-09
57,100640,ACYCLOVIR,895014,ASPEN ACYCLOVIR,APM,250MG,INJ,5,2021-10-09
58,100640,ACYCLOVIR,703891,MYLAN ACYCLOVIR,MKG,250MG,INJ,5,2021-10-09
59,100640,ACYCLOVIR,779415,ZOVIRAX,GSK,250MG,INJ,5,2021-10-09
60,100663,ADAPALENE*,721708,DAPTA,PMN,1MG/1G,GEL,30,2021-10-09
61,100663,ADAPALENE*,720276,DERIVA,BWB,1MG/1G,GEL,30,2021-10-09
62,100663,ADAPALENE*,827215,DIFFERIN,GAL,1MG/1G,GEL,30,2021-10-09
63,100012,ALENDRONATE,709760,ALENDRONATE 70 OETHMAAN,OET,70MG,TAB,4,2021-10-09
64,100012,ALENDRONATE,720516,DENSATE,NGI,70MG,TAB,4,2021-10-09
65,100012,ALENDRONATE,718742,FEMAX,ARS,70MG,TAB,4,2021-10-09
66,100012,ALENDRONATE,706339,FOSAGEN,APM,70MG,TAB,4,2021-10-09
67,100012,ALENDRONATE,897302,FOSAMAX ONCE WEEKLY,MSD,70MG,TAB,4,2021-10-09
68,100012,ALENDRONATE,715713,OSTENA,AOR,70MG,TAB,4,2021-10-09
69,100012,ALENDRONATE,705067,OSTEOBON,C-M,70MG,TAB,4,2021-10-09
70,100012,ALENDRONATE,715987,OSTEONATE,PDY,70MG,TAB,4,2021-10-09
71,100043,ALFUZOCIN HCL,716113,ALFUWIN XL,WNT,10MG,TAB,4,2021-10-09
72,100043,ALFUZOCIN HCL,715829,RANTRAL MR,RAN,10MG,TAB,4,2021-10-09
73,100043,ALFUZOCIN HCL,701590,XATRAL XL,AVE,10MG,TAB,4,2021-10-09
74,100006,ALLOPURINOL,721623,AUSTELL-ALLOPURINOL,ASL,100MG,TAB,100,2021-10-09
75,100006,ALLOPURINOL,3002718,LESSURIC,ASL,100MG,TAB,100,2021-10-09
76,100006,ALLOPURINOL,758310,PURICOS,APM,100MG,TAB,100,2021-10-09
77,100006,ALLOPURINOL,738778,SANDOZ-ALLOPURINOL,ROL,100MG,TAB,100,2021-10-09
78,100006,ALLOPURINOL,779466,ZYLOPRIM,APM,100MG,TAB,100,2021-10-09
79,100007,ALLOPURINOL,719128,ADCO-ALLOPURINOL,ADI,300MG,TAB,30,2021-10-09
80,100007,ALLOPURINOL,721624,AUSTELL-ALLOPURINOL,ASL,300MG,TAB,30,2021-10-09
81,100007,ALLOPURINOL,3002719,LESSURIC,ASL,300MG,TAB,30,2021-10-09
82,100007,ALLOPURINOL,758329,PURICOS,APM,300MG,TAB,30,2021-10-09
83,100007,ALLOPURINOL,738786,SANDOZ-ALLOPURINOL,ROL,300MG,TAB,30,2021-10-09
84,100007,ALLOPURINOL,779474,ZYLOPRIM,APM,300MG,TAB,30,2021-10-09
85,100008,ALPRAZOLAM,821071,ADCO-ALZAM,ADI,0.25MG,TAB,100,2021-10-09
86,100008,ALPRAZOLAM,823244,AZOR,APM,0.25MG,TAB,100,2021-10-09
87,100008,ALPRAZOLAM,897929,CPL ALLIANCE ALPRAZOLAM,APC,0.25MG,TAB,100,2021-10-09
88,100008,ALPRAZOLAM,897965,MYLAN ALPRAZOLAM,MKG,0.25MG,TAB,100,2021-10-09
89,100008,ALPRAZOLAM,778702,XANOR,PFI,0.25MG,TAB,100,2021-10-09
90,100008,ALPRAZOLAM,826685,ZOPAX,C-M,0.25MG,TAB,100,2021-10-09
91,100009,ALPRAZOLAM,821098,ADCO-ALZAM,ADI,0.5MG,TAB,100,2021-10-09
92,100009,ALPRAZOLAM,823252,AZOR,APM,0.5MG,TAB,100,2021-10-09
93,100009,ALPRAZOLAM,897930,CPL ALLIANCE ALPRAZOLAM,APC,0.5MG,TAB,100,2021-10-09
94,100009,ALPRAZOLAM,895173,MYLAN ALPRAZOLAM,MKG,0.5MG,TAB,100,2021-10-09
95,100009,ALPRAZOLAM,778710,XANOR,PFI,0.5MG,TAB,100,2021-10-09
96,100009,ALPRAZOLAM,826693,ZOPAX,C-M,0.5MG,TAB,100,2021-10-09
97,100010,ALPRAZOLAM,821101,ADCO-ALZAM,ADI,1MG,TAB,100,2021-10-09
98,100010,ALPRAZOLAM,823260,AZOR,APM,1MG,TAB,100,2021-10-09
99,100010,ALPRAZOLAM,897968,MYLAN ALPRAZOLAM,MKG,1MG,TAB,100,2021-10-09
100,100010,ALPRAZOLAM,778729,XANOR,PFI,1MG,TAB,100,2021-10-09
101,100010,ALPRAZOLAM,826707,ZOPAX,C-M,1MG,TAB,100,2021-10-09
102,100885,AMANTADINE HCL *,700500,SYMADIN,ACH,100MG,TAB,20,2021-10-09
103,100885,AMANTADINE HCL *,768243,SYMMETREL,NVT,100MG,TAB,20,2021-10-09
104,100011,AMETHOCAINE,799211,ADCO-AMETHOCAINE,AIT,1G/100G,CRE,25,2021-10-09
105,100011,AMETHOCAINE,703591,ANETHAINE,AVE,1G/100G,CRE,25,2021-10-09
106,100013,AMILORIDE/HYDROCHLOROTHIAZIDE,780618,ADCO-RETIC,ADI,5MG/50MG,TAB,100,2021-10-09
107,100013,AMILORIDE/HYDROCHLOROTHIAZIDE,702803,AMILORETIC,APM,5MG/50MG,TAB,100,2021-10-09
108,100013,AMILORIDE/HYDROCHLOROTHIAZIDE,719984,DEZRETIC,DEZ,5MG/50MG,TAB,100,2021-10-09
109,100013,AMILORIDE/HYDROCHLOROTHIAZIDE,706531,SPEC-CO-AMILORIDE,SPP,5MG/50MG,TAB,100,2021-10-09
110,100664,AMIODARONE HCL,703515,ARYCOR,WNT,100MG,TAB,30,2021-10-09
111,100664,AMIODARONE HCL,800554,CORDARONE X,AVE,100MG,TAB,30,2021-10-09
112,100664,AMIODARONE HCL,863157,HEXARONE,ROL,100MG,TAB,30,2021-10-09
113,100665,AMIODARONE HCL,703513,ARYCOR,WNT,200MG,TAB,30,2021-10-09
114,100665,AMIODARONE HCL,707851,BIO-AMIODARONE,BTL,200MG,TAB,30,2021-10-09
115,100665,AMIODARONE HCL,716111,CORDARONE X,AVE,200MG,TAB,30,2021-10-09
116,100665,AMIODARONE HCL,863165,HEXARONE,ROL,200MG,TAB,30,2021-10-09
117,100666,AMIODARONE HCL*,711776,ADCORONE,AIC,50MG/1ML,INJ,10,2021-10-09
118,100666,AMIODARONE HCL*,711183,AMIOTACH,APM,50MG/1ML,INJ,10,2021-10-09
119,100666,AMIODARONE HCL*,716162,CORDARONE X,AVE,50MG/1ML,INJ,10,2021-10-09
120,100978,AMITRIPTYLINE HCL,3002709,AMITRIPTYLINE AUSTELL,ASL,10MG,TAB,100,2021-10-09
121,100978,AMITRIPTYLINE HCL,772003,TREPILINE,APM,10MG,TAB,100,2021-10-09
122,100016,AMITRIPTYLINE HCL,718746,GULF AMITRIPTYLINE,GUD,25MG,TAB,100,2021-10-09
123,100016,AMITRIPTYLINE HCL,784230,SANDOZ AMITRIPTYLINE,ROL,25MG,TAB,100,2021-10-09
124,100016,AMITRIPTYLINE HCL,771996,TREPILINE,APM,25MG,TAB,100,2021-10-09
125,100017,AMLODIPINE BESYLATE,708141,ALMADIN,APM,5MG,TAB,30,2021-10-09
126,100017,AMLODIPINE MALEATE,707277,AMLATE,DRE,5MG,TAB,30,2021-10-09
127,100017,AMLODIPINE MALEATE,703916,AMLOC,PDY,5MG,TAB,30,2021-10-09
128,100017,AMLODIPINE BESYLATE,708050,AMLODAC,ZYD,5MG,TAB,30,2021-10-09
129,100017,AMLODIPINE BESYLATE,707375,AMLODIPINE 5 OETHMAAN,OET,5MG,TAB,30,2021-10-09
130,100017,AMLODIPINE BESYLATE,723783,AMLODIPINE UNICORN,AOR,5MG,TAB,30,2021-10-09
131,100017,AMLODIPINE BESYLATE,3000200,AMLOSIN,CSI,5MG,TAB,30,2021-10-09
132,100017,AMLODIPINE BESYLATE,704620,AMLOSYN,LIT,5MG,TAB,30,2021-10-09
133,100017,AMLODIPINE BESYLATE,713971,AMTAS,AOR,5MG,TAB,30,2021-10-09
134,100017,AMLODIPINE BESYLATE,714310,APRATE,AUR,5MG,TAB,30,2021-10-09
135,100017,AMLODIPINE BESYLATE,708094,AUSTELL-AMLODIPINE,ASL,5MG,TAB,30,2021-10-09
136,100017,AMLODIPINE BESYLATE,708039,CALBLOC,RAN,5MG,TAB,30,2021-10-09
137,100017,AMLODIPINE BESYLATE,708150,CIPLAVASC,C-M,5MG,TAB,30,2021-10-09
138,100017,AMLODIPINE BESYLATE,712953,GULF AMLODIPINE,GUD,5MG,TAB,30,2021-10-09
139,100017,AMLODIPINE BESYLATE,708648,INDO AMLODIPINE,DEZ,5MG,TAB,30,2021-10-09
140,100017,AMLODIPINE BESYLATE,712215,KEYSAL,NGI,5MG,TAB,30,2021-10-09
141,100017,AMLODIPINE BESYLATE,708162,KLODIP,C-M,5MG,TAB,30,2021-10-09
142,100017,AMLODIPINE BESYLATE,708352,LOMANOR,PFI,5MG,TAB,30,2021-10-09
143,100017,AMLODIPINE BESYLATE,708190,NORCARD,THE,5MG,TAB,30,2021-10-09
144,100017,AMLODIPINE BESYLATE,791245,NORVASC,PFI,5MG,TAB,30,2021-10-09
145,100017,AMLODIPINE BESYLATE,710236,PD AMLODIPINE,PDY,5MG,TAB,30,2021-10-09
146,100017,AMLODIPINE BESYLATE,707979,PENDINE,CIN,5MG,TAB,30,2021-10-09
147,100018,AMLODIPINE BESYLATE,708142,ALMADIN,APM,10MG,TAB,30,2021-10-09
148,100018,AMLODIPINE MALEATE,707278,AMLATE,DRE,10MG,TAB,30,2021-10-09
149,100018,AMLODIPINE MALEATE,703917,AMLOC,PDY,10MG,TAB,30,2021-10-09
150,100018,AMLODIPINE MALEATE,3002449,AMLOCAL,N2S,10MG,TAB,30,2021-10-09
151,100018,AMLODIPINE BESYLATE,708051,AMLODAC,ZYD,10MG,TAB,30,2021-10-09
152,100018,AMLODIPINE BESYLATE,723784,AMLODIPINE UNICORN,AOR,10MG,TAB,30,2021-10-09
153,100018,AMLODIPINE BESYLATE,3000202,AMLOSIN,CSI,10MG,TAB,30,2021-10-09
154,100018,AMLODIPINE BESYLATE,704621,AMLOSYN,LIT,10MG,TAB,30,2021-10-09
155,100018,AMLODIPINE BESYLATE,713972,AMTAS,AOR,10MG,TAB,30,2021-10-09
156,100018,AMLODIPINE MALEATE,714311,APRATE,AUR,10MG,TAB,30,2021-10-09
157,100018,AMLODIPINE BESYLATE,708095,AUSTELL-AMLODIPINE,ASL,10MG,TAB,30,2021-10-09
158,100018,AMLODIPINE BESYLATE,708040,CALBLOC,RAN,10MG,TAB,30,2021-10-09
159,100018,AMLODIPINE BESYLATE,708152,CIPLAVASC,C-M,10MG,TAB,30,2021-10-09
160,100018,AMLODIPINE MALEATE,712954,GULF AMLODIPINE,GUD,10MG,TAB,30,2021-10-09
161,100018,AMLODIPINE MALEATE,712216,KEYSAL,NGI,10MG,TAB,30,2021-10-09
162,100018,AMLODIPINE BESYLATE,708353,LOMANOR,PFI,10MG,TAB,30,2021-10-09
163,100018,AMLODIPINE BESYLATE,708191,NORCARD,THE,10MG,TAB,30,2021-10-09
164,100018,AMLODIPINE BESYLATE,799122,NORVASC,PFI,10MG,TAB,30,2021-10-09
165,100018,AMLODIPINE BESYLATE,710238,PD AMLODIPINE,PDY,10MG,TAB,30,2021-10-09
166,100018,AMLODIPINE BESYLATE,707980,PENDINE,CIN,10MG,TAB,30,2021-10-09
167,100878,AMLODIPINE BESYLATE/PERINDOPRIL*,719852,COVERAM,SEV,10MG/5MG,TAB,30,2021-10-09
168,100878,AMLODIPINE BESYLATE/PERINDOPRIL*,3001158,REAPTAN,BIG,10MG/5MG,TAB,30,2021-10-09
169,100879,AMLODIPINE BESYLATE/PERINDOPRIL*,719854,COVERAM,SEV,5MG/10MG,TAB,30,2021-10-09
170,100879,AMLODIPINE BESYLATE/PERINDOPRIL*,3001157,REAPTAN,BIG,5MG/10MG,TAB,30,2021-10-09
171,100880,AMLODIPINE BESYLATE/PERINDOPRIL*,719855,COVERAM,SEV,5MG/5MG,TAB,30,2021-10-09
172,100880,AMLODIPINE BESYLATE/PERINDOPRIL*,3001150,REAPTAN,BIG,5MG/5MG,TAB,30,2021-10-09
173,100881,AMLODIPINE BESYLATE/PERINDOPRIL*,719853,COVERAM,SEV,10MG/10MG,TAB,30,2021-10-09
174,100881,AMLODIPINE BESYLATE/PERINDOPRIL*,3001159,REAPTAN,BIG,10MG/10MG,TAB,30,2021-10-09
175,100019,AMMONIUM CHLORIDE/DIPHENHYDRAMINE*,705889,BENYLIN CHILDREN'S,J&J,137.5MG/5ML,SUS,200,2021-10-09
176,100019,AMMONIUM CHLORIDE/DIPHENHYDRAMINE*,707627,BENYLIN ORIGINAL,J&J,137.5MG/5ML,SUS,200,2021-10-09
177,100019,AMMONIUM CHLORIDE/DIPHENHYDRAMINE*,805343,EXPECTALIN,J&J,137.5MG/5ML,SUS,200,2021-10-09
178,100024,AMOXYCILLIN /CLAVULANIC ACID,3000747,ADCO-AMOXYCLAV,ADI,250MG/125MG,TAB,15,2021-10-09
179,100024,AMOXYCILLIN /CLAVULANIC ACID,707184,AMOCLAN,PSC,250MG/125MG,TAB,15,2021-10-09
180,100024,AMOXYCILLIN /CLAVULANIC ACID,707663,APEX-CLAVUTIN,CAM,250MG/125MG,TAB,15,2021-10-09
181,100024,AMOXYCILLIN /CLAVULANIC ACID,861936,AUGMAXCIL,LIT,250MG/125MG,TAB,15,2021-10-09
182,100024,AMOXYCILLIN /CLAVULANIC ACID,705691,AUGMENTIN,GSK,250MG/125MG,TAB,15,2021-10-09
183,100024,AMOXYCILLIN /CLAVULANIC ACID,713381,AURO-AMOXICLAV,AUR,250MG/125MG,TAB,15,2021-10-09
184,100024,AMOXYCILLIN /CLAVULANIC ACID,707407,AUSTELL-CO-AMOXICLAV,ASL,250MG/125MG,TAB,15,2021-10-09
185,100024,AMOXYCILLIN /CLAVULANIC ACID,721444,BETACLAV,UNC,250MG/125MG,TAB,15,2021-10-09
186,100024,AMOXYCILLIN /CLAVULANIC ACID,716124,BINDOCLAV,ATP,250MG/125MG,TAB,15,2021-10-09
187,100024,AMOXYCILLIN /CLAVULANIC ACID,865532,BIO-AMOKSIKLAV 375,BTL,250MG/125MG,TAB,15,2021-10-09
188,100024,AMOXYCILLIN /CLAVULANIC ACID,842516,CLAMENTIN,MKG,250MG/125MG,TAB,15,2021-10-09
189,100024,AMOXYCILLIN /CLAVULANIC ACID,3000394,MYCLAV,CIN,250MG/125MG,TAB,15,2021-10-09
190,100024,AMOXYCILLIN /CLAVULANIC ACID,867373,RANCLAV 375,RAN,250MG/125MG,TAB,15,2021-10-09
191,100024,AMOXYCILLIN /CLAVULANIC ACID,878766,SANDOZ CO-AMOXYCLAV,ROL,250MG/125MG,TAB,15,2021-10-09
192,100025,AMOXYCILLIN /CLAVULANIC ACID,3000748,ADCO-AMOXYCLAV,ADI,500MG/125MG,TAB,15,2021-10-09
193,100025,AMOXYCILLIN /CLAVULANIC ACID,707185,AMOCLAN FORTE,PSC,500MG/125MG,TAB,15,2021-10-09
194,100025,AMOXYCILLIN /CLAVULANIC ACID,721130,AMONTIN (NAMIBIA ONLY),CSI,500MG/125MG,TAB,15,2021-10-09
195,100025,AMOXYCILLIN /CLAVULANIC ACID,707665,APEX-CLAVUTIN,CAM,500MG/125MG,TAB,15,2021-10-09
196,100025,AMOXYCILLIN /CLAVULANIC ACID,861944,AUGMAXCIL,LIT,500MG/125MG,TAB,15,2021-10-09
197,100025,AMOXYCILLIN /CLAVULANIC ACID,713382,AURO-AMOXICLAV,AUR,500MG/125MG,TAB,15,2021-10-09
198,100025,AMOXYCILLIN /CLAVULANIC ACID,707408,AUSTELL-CO-AMOXICLAV,ASL,500MG/125MG,TAB,15,2021-10-09
199,100025,AMOXYCILLIN /CLAVULANIC ACID,721445,BETACLAV,UNC,500MG/125MG,TAB,15,2021-10-09
200,100025,AMOXYCILLIN /CLAVULANIC ACID,716125,BINDOCLAV,ATP,500MG/125MG,TAB,15,2021-10-09
201,100025,AMOXYCILLIN /CLAVULANIC ACID,865524,BIO-AMOKSIKLAV 625,BTL,500MG/125MG,TAB,15,2021-10-09
202,100025,AMOXYCILLIN /CLAVULANIC ACID,704047,CURAM 625MG,ROL,500MG/125MG,TAB,15,2021-10-09
203,100025,AMOXYCILLIN /CLAVULANIC ACID,3000395,MYCLAV,CIN,500MG/125MG,TAB,15,2021-10-09
204,100025,AMOXYCILLIN /CLAVULANIC ACID,867381,RANCLAV 625,RAN,500MG/125MG,TAB,15,2021-10-09
205,100025,AMOXYCILLIN /CLAVULANIC ACID,719283,SANDOZ CO-AMOXICLAV,ROL,500MG/125MG,TAB,15,2021-10-09
206,100025,AMOXYCILLIN /CLAVULANIC ACID,701736,SANDOZ CO-AMOXICLAV,ROL,500MG/125MG,TAB,15,2021-10-09
207,100026,AMOXYCILLIN /CLAVULANIC ACID,720898,ADCO-AMOCLAV BD,ADI,875MG/125MG,TAB,10,2021-10-09
208,100026,AMOXYCILLIN /CLAVULANIC ACID,704484,AMOCLAN BD,PSC,875MG/125MG,TAB,10,2021-10-09
209,100026,AMOXYCILLIN /CLAVULANIC ACID,721132,AMONTIN (NAMIBIA ONLY),CSI,875MG/125MG,TAB,10,2021-10-09
210,100026,AMOXYCILLIN /CLAVULANIC ACID,853542,AUGMENTIN 1000 BD,GSK,875MG/125MG,TAB,10,2021-10-09
211,100026,AMOXYCILLIN /CLAVULANIC ACID,713383,AURO-AMOXICLAV,AUR,875MG/125MG,TAB,10,2021-10-09
212,100026,AMOXYCILLIN /CLAVULANIC ACID,714704,BETACLAV,UNC,875MG/125MG,TAB,10,2021-10-09
213,100026,AMOXYCILLIN /CLAVULANIC ACID,716126,BINDOCLAV,ATP,875MG/125MG,TAB,10,2021-10-09
214,100026,AMOXYCILLIN /CLAVULANIC ACID,708387,BIO-AMOKSIKLAV,BTL,875MG/125MG,TAB,10,2021-10-09
215,100026,AMOXYCILLIN /CLAVULANIC ACID,709232,CLAMENTIN,MKG,875MG/125MG,TAB,10,2021-10-09
216,100026,AMOXYCILLIN /CLAVULANIC ACID,3003024,CO-AMOXYCLAV BD,MKG,875MG/125MG,TAB,10,2021-10-09
217,100026,AMOXYCILLIN /CLAVULANIC ACID,704049,CURAM,ROL,875MG/125MG,TAB,10,2021-10-09
218,100026,AMOXYCILLIN /CLAVULANIC ACID,703903,FORCID SOLUTAB,AST,875MG/125MG,TAB,10,2021-10-09
219,100026,AMOXYCILLIN /CLAVULANIC ACID,723109,KLAVIMAXCIL,ROL,875MG/125MG,TAB,10,2021-10-09
220,100026,AMOXYCILLIN /CLAVULANIC ACID,708893,RANCLAV,SUN,875MG/125MG,TAB,10,2021-10-09
221,100026,AMOXYCILLIN /CLAVULANIC ACID,703356,SANDOZ CO AMOXYCLAV,ROL,875MG/125MG,TAB,10,2021-10-09
222,100026,AMOXYCILLIN /CLAVULANIC ACID,719284,SANDOZ CO AMOXYCLAV DSP,ROL,875MG/125MG,TAB,10,2021-10-09
223,100027,AMOXYCILLIN /CLAVULANIC ACID,707186,AMOCLAN S,PSC,156.25MG/5ML,SUS,100,2021-10-09
224,100027,AMOXYCILLIN /CLAVULANIC ACID,861952,AUGMAXCIL S,LIT,156.25MG/5ML,SUS,100,2021-10-09
225,100027,AMOXYCILLIN /CLAVULANIC ACID,829269,AUGMENTIN S,GSK,156.25MG/5ML,SUS,100,2021-10-09
226,100027,AMOXYCILLIN /CLAVULANIC ACID,713358,AURO-AMOXICLAV,AUR,156.25MG/5ML,SUS,100,2021-10-09
227,100027,AMOXYCILLIN /CLAVULANIC ACID,865540,BIO-AMOKSIKLAV S,BTL,156.25MG/5ML,SUS,100,2021-10-09
228,100027,AMOXYCILLIN /CLAVULANIC ACID,842524,CLAMENTIN S,MKG,156.25MG/5ML,SUS,100,2021-10-09
229,100027,AMOXYCILLIN /CLAVULANIC ACID,894123,RANCLAV,RAN,156.25MG/5ML,SUS,100,2021-10-09
230,100027,AMOXYCILLIN /CLAVULANIC ACID,878774,SANDOZ CO-AMOXYCLAV,ROL,156.25MG/5ML,SUS,100,2021-10-09
231,100028,AMOXYCILLIN /CLAVULANIC ACID,707187,AMOCLAN SF,PSC,312.5MG/5ML,SUS,100,2021-10-09
232,100028,AMOXYCILLIN /CLAVULANIC ACID,707666,APEX-CLAVUTIN SF,CAM,312.5MG/5ML,SUS,100,2021-10-09
233,100028,AMOXYCILLIN /CLAVULANIC ACID,861960,AUGMAXCIL SF,LIT,312.5MG/5ML,SUS,100,2021-10-09
234,100028,AMOXYCILLIN /CLAVULANIC ACID,829277,AUGMENTIN SF,GSK,312.5MG/5ML,SUS,100,2021-10-09
235,100028,AMOXYCILLIN /CLAVULANIC ACID,865559,BIO-AMOKSIKLAV SF,BTL,312.5MG/5ML,SUS,100,2021-10-09
236,100028,AMOXYCILLIN /CLAVULANIC ACID,842532,CLAMENTIN SF,MKG,312.5MG/5ML,SUS,100,2021-10-09
237,100028,AMOXYCILLIN /CLAVULANIC ACID,894125,RANCLAV FORTE,RAN,312.5MG/5ML,SUS,100,2021-10-09
238,100028,AMOXYCILLIN /CLAVULANIC ACID,878782,SANDOZ CO-AMOXYCLAV SF,ROL,312.5MG/5ML,SUS,100,2021-10-09
239,100029,AMOXYCILLIN /CLAVULANIC ACID,704068,AUGMENTIN BD SF,GSK,400MG/57MG,SUS,70,2021-10-09
240,100029,AMOXYCILLIN /CLAVULANIC ACID,713360,AURO-AMOXICLAV,AUR,400MG/57MG,SUS,70,2021-10-09
